productId	productSKU	product_url	name	price	image	Category	Short Description	Description	tags	Features	Related Products	Size	Activity	Gender	Material	Color
2582	WT05	https://gopher1.extrkt.com/?product=leah-yoga-top	Leah Yoga Top	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt05-purple_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Leah Yoga Top	The Leah Yoga Top offers a practical, comfortable upper that will not compromise your style. Body hugging fit and interior shelf bra make it suitable for active or leisure pursuits.	['Clothing', 'Women', 'Tops', 'Bras & Tanks|Clothing', 'Collections', 'Erin Recommends|Clothing']	Blue heather rouched tank top. Camisole tank top. Banding and shirring details. Body hugging fit. Contrast topstitch. Interior shelf bra with shapewear technology. 65% Polyester 35% Cotton.	None	XS, S, M, L, XL	None	None	None	Orange, Purple, White
663	MP09	https://gopher1.extrkt.com/?product=livingston-all-purpose-tight	Livingston All-Purpose Tight	£75.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp09-blue_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Livingston All-Purpose Tight	It’s not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Erin Recommends|Clothing']	Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.	None	32, 33, 34, 36	None	None	None	Black, Blue, Red
923	MS10	https://gopher1.extrkt.com/?product=logan-heattec-tee	Logan  HeatTec® Tee	£24.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms10-blue_main-300x300.jpg	Tees	This is a variable product called a Logan  HeatTec® Tee	Soft and lightweight, the Logan HeatTec® Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.	['Clothing', 'Men', 'Tops', 'Tees']	Semi-fitted.  Crew neckline.  Machine wash/tumble dry.	[{'Name': 'Balboa Persistence Tee', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=balboa-persistence-tee'}, {'Name': 'Strike Endurance Tee', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=strike-endurance-tee'}, {'Name': 'Gobi HeatTec® Tee', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=gobi-heattec-tee'}, {'Name': 'Ryker LumaTech™ Tee (Crew-neck)', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=ryker-lumatech-tee-crew-neck'}]	XS, S, M, L, XL	None	None	None	Black, Blue, Red
1063	MSH06	https://gopher1.extrkt.com/?product=lono-yoga-short	Lono Yoga Short	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh06-gray_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Lono Yoga Short	Some shorts are “all-purpose,” while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.	['Clothing', 'Men', 'Bottoms', 'Shorts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Dark gray shorts with mesh accents. Ultra flexible four-way stretch. Flatlock seams and waistband. Two pockets, phony fly. Nylon/Lycra outer, Polyester/Lycra inner.	[{'Name': 'Sol Active Short', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sol-active-short'}]	32, 33, 34, 36	None	None	None	Blue, Gray, Red
1413	WB05	https://gopher1.extrkt.com/?product=lucia-cross-fit-bra	Lucia Cross-Fit Bra	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb05-black_main-300x300.jpg	Bras & Tanks	This is a variable product called a Lucia Cross-Fit Bra 	Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.	['Clothing', 'Women', 'Tops', 'Bras & Tanks']	Black/white bra top.  Criss-cross back design.  Machine wash/dry.	[{'Name': 'Erica Evercool Sports Bra', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=erica-evercool-sports-bra'}, {'Name': 'Zoe Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=zoe-tank'}, {'Name': 'Chloe Compete Tank', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=chloe-compete-tank'}, {'Name': 'Prima Compete Bra Top', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=prima-compete-bra-top'}]	XS, S, M, L, XL	None	None	None	Black, Orange, Purple
2695	24-WG09	https://gopher1.extrkt.com/?product=luma-analog-watch	Luma Analog Watch	£43.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wg09-gr-0-300x300.jpg	Watches	This is a simple product called Luma Analog Watch	Designed to stand up to your active lifestyle, this women’s Luma Analog Watch features a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.	['Gear', 'Watches']	Precision Miyota® three-hand movement.	[{'Name': 'Endurance Watch', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=endurance-watch'}, {'Name': 'Clamber Watch', 'Price': '£54.00', 'Link': 'https://gopher1.extrkt.com/?product=clamber-watch'}, {'Name': 'Bolo Sport Watch', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=bolo-sport-watch'}, {'Name': 'Aim Analog Watch', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=aim-analog-watch'}]	None	Recreation	Women	Stainless Steel	None
204	MH10	https://gopher1.extrkt.com/?product=mach-street-sweatshirt	Mach Street Sweatshirt	£62.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh10-blue_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Mach Street Sweatshirt 	From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech™ fabric, it’s bound to become an everyday part of your active lifestyle	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Navy heather crewneck sweatshirt. LumaTech™ moisture-wicking fabric. Antimicrobial, odor-resistant. Zip hand pockets. Chafe-resistant flatlock seams. Rib-knit cuffs and hem.	[{'Name': 'Abominable Hoodie', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=abominable-hoodie'}, {'Name': 'Teton Pullover Hoodie', 'Price': '£70.00', 'Link': 'https://gopher1.extrkt.com/?product=teton-pullover-hoodie'}, {'Name': 'Grayson Crewneck Sweatshirt', 'Price': '£64.00', 'Link': 'https://gopher1.extrkt.com/?product=grayson-crewneck-sweatshirt'}, {'Name': 'Hollister Backyard Sweatshirt', 'Price': '£52.00', 'Link': 'https://gopher1.extrkt.com/?product=hollister-backyard-sweatshirt'}]	XS, S, M, L, XL	None	None	None	Black, Blue, Red
267	MH13	https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie	Marco Lightweight Active Hoodie	£74.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh13-blue_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Marco Lightweight Active Hoodie	For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona® fibers pull moisture away.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Light blue heather full zip hoodie. Fitted flatlock seams. Matching lining and drawstring.  Machine wash/dry.	[{'Name': 'Stark Fundamental Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=stark-fundamental-hoodie'}, {'Name': 'Grayson Crewneck Sweatshirt', 'Price': '£64.00', 'Link': 'https://gopher1.extrkt.com/?product=grayson-crewneck-sweatshirt'}, {'Name': 'Mach Street Sweatshirt', 'Price': '£62.00', 'Link': 'https://gopher1.extrkt.com/?product=mach-street-sweatshirt'}, {'Name': 'Oslo Trek Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=oslo-trek-hoodie'}]	XS, S, M, L, XL	None	None	None	Blue, Green, Lavender
461	MJ10	https://gopher1.extrkt.com/?product=mars-heattech-pullover	Mars HeatTech™ Pullover	£66.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj10-red_main-300x300.jpg	Jackets	This is a variable product called a Mars HeatTech™ Pullover	The Mars HeatTech™ Jacket defense against winter climes so you can play offense in the park, on the trail or in the deck chair. Great for the ski lodge or stadium, it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.	['Clothing', 'Men', 'Tops', 'Jackets']	Red 1/4 zip pullover. Adjustable VELCRO® sleeve cuffs.  Two hand pockets.  Napoleon pocket.  Machine wash/dry	[{'Name': 'Orion Two-Tone Fitted Jacket', 'Price': '£72.00', 'Link': 'https://gopher1.extrkt.com/?product=orion-two-tone-fitted-jacket'}, {'Name': 'Typhon Performance Fleece-lined Jacket', 'Price': '£60.00', 'Link': 'https://gopher1.extrkt.com/?product=typhon-performance-fleece-lined-jacket'}, {'Name': 'Montana Wind Jacket', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=montana-wind-jacket'}, {'Name': 'Lando Gym Jacket', 'Price': '£99.00', 'Link': 'https://gopher1.extrkt.com/?product=lando-gym-jacket'}]	XS, S, M, L, XL	None	None	None	Black, Orange, Red
2336	WSH02	https://gopher1.extrkt.com/?product=maxima-drawstring-short	Maxima Drawstring Short	£28.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh02-gray_main-300x300.jpg	Women Sale|Clothing	This is a variable product called a Maxima Drawstring Short	Even laid-back women like to stay stylish, and that’s just what the Maxima Drawstring Short delivers. An elastic waist keeps the fit flexible, on the deck at home or on a trail walk. Sporty tennis flair adds an athletic accent.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Promotions', 'Women Sale|Clothing']	Light gray run shorts – cotton polyester.  Contrast binding.  3″ inseam.  Machine wash/dry.	[{'Name': 'Bess Yoga Short', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=bess-yoga-short'}]	28, 29, 30, 31, 32	None	None	None	Gray, Orange, Yellow
2627	WT07	https://gopher1.extrkt.com/?product=maya-tunic	Maya Tunic	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt07-green_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Maya Tunic	With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.	['Clothing', 'Women', 'Tops', 'Bras & Tanks|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Mint green heather tunic-style tank.  Wrapped back with cut out detail. Drawcord detail at end. Abutted seams.	[{'Name': 'Nona Fitness Tank', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=nona-fitness-tank'}]	XS, S, M, L, XL	None	None	None	Green, White, Yellow
1015	MSH03	https://gopher1.extrkt.com/?product=meteor-workout-short	Meteor Workout Short	£32.50	https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh03-blue_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Meteor Workout Short	Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.	['Clothing', 'Men', 'Bottoms', 'Shorts|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Royal blue shorts with light blue accents. Interior drawstring waistband.  7″ inseam.  Machine wash/dry.	[{'Name': 'Troy Yoga Short', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=troy-yoga-short'}, {'Name': 'Hawkeye Yoga Short', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=hawkeye-yoga-short'}]	32, 33, 34, 36	None	None	None	Black, Blue, Green
1492	WH04	https://gopher1.extrkt.com/?product=miko-pullover-hoodie	Miko Pullover Hoodie	£69.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh04-blue_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Miko Pullover Hoodie	After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You’ll find it’s fashionable enough for the streets, but comfy enough to relax in at home.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts']	Teal two-tone hoodie. Low scoop neckline. Adjustable hood drawstrings. Longer rounded hemline for extra back coverage. Long-Sleeve style.	[{'Name': 'Daphne Full-Zip Hoodie', 'Price': '£59.00', 'Link': 'https://gopher1.extrkt.com/?product=daphne-full-zip-hoodie'}, {'Name': 'Selene Yoga Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=selene-yoga-hoodie'}, {'Name': 'Autumn Pullie', 'Price': '£57.00', 'Link': 'https://gopher1.extrkt.com/?product=autumn-pullie'}]	XS, S, M, L, XL	None	None	None	Blue, Orange, Purple
2438	WSH09	https://gopher1.extrkt.com/?product=mimi-all-purpose-short	Mimi All-Purpose Short	£44.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh09-gray_main-300x300.jpg	Shorts	This is a variable product called a Mimi All-Purpose Short	You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.	['Clothing', 'Women', 'Bottoms', 'Shorts']	Gray/seafoam two-layer shorts. Water-resistant construction. Inner mesh brief for breathable support. 2.0″ inseam. Reflective trim for visibility.	[{'Name': 'Artemis Running Short', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=artemis-running-short'}, {'Name': 'Angel Light Running Short', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=angel-light-running-short'}]	28, 29, 30, 31, 32	None	None	None	Gray, Green, White
2214	WS08	https://gopher1.extrkt.com/?product=minerva-lumatech-v-tee	Minerva LumaTech™ V-Tee	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws08-blue_main-300x300.jpg	Women Sale|Clothing	This is a variable product called a Minerva LumaTech™ V-Tee	Don’t be fooled by the simple design of our Minerva LumaTech™ V-Neck Tee. This classic training top features the same serious sweat-wicking technology as some of the more expensive tees in our lineup.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Promotions', 'Women Sale|Clothing']	Navy blue heather soft v-neck tee. Flatlock seams for chafe-free comfort. Relaxed cut. Ultra-lightweight fabric. Machine wash/dry.	None	XS, S, M, L, XL	None	None	None	Black, Blue, Red
612	MP06	https://gopher1.extrkt.com/?product=mithra-warmup-pant	Mithra Warmup Pant	£28.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp06-gray_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Mithra Warmup Pant	When you’re not sure you’re up to the weather, don the Mithra Warmup Pant for a confidence boost. Its supersoft, stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed, easy-wear fit with handy ankle zips.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'Eco Friendly|Clothing']	Ankle zips. Elasticized waistband with draw cord. Dual hand pockets. Reflective elements for low-light safety.	None	32, 33, 34, 36	None	None	None	Gray, Green, Orange
1429	WH01	https://gopher1.extrkt.com/?product=mona-pullover-hoodlie	Mona Pullover Hoodlie	£57.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh01-green_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Mona Pullover Hoodlie	Whether you’re after energizing activity or eye-catching apparel, the Mona Pullover is what you want. You’ll stay warm and look fashionable, wherever you are.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Erin Recommends|Clothing']	Light green heathered hoodie.   Long-Sleeve, pullover.  Long elliptical hem for extra coverage.  Deep button placket for layering.  Double rib design.  Mid layer, mid weight.  98% Merino Wool / 2% Spandex	[{'Name': 'Phoebe Zipper Sweatshirt', 'Price': '£59.00', 'Link': 'https://gopher1.extrkt.com/?product=phoebe-zipper-sweatshirt'}]	XS, S, M, L, XL	None	None	None	Green, Orange, Purple
333	MJ03	https://gopher1.extrkt.com/?product=montana-wind-jacket	Montana Wind Jacket	£49.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj03-black_main-300x300.jpg	Jackets	This is a variable product called a Montana Wind Jacket	Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.	['Clothing', 'Men', 'Tops', 'Jackets']	Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.	[{'Name': 'Taurus Elements Shell', 'Price': '£65.00', 'Link': 'https://gopher1.extrkt.com/?product=taurus-elements-shell'}, {'Name': 'Hyperion Elements Jacket', 'Price': '£51.00', 'Link': 'https://gopher1.extrkt.com/?product=hyperion-elements-jacket'}, {'Name': 'Beaumont Summit Kit', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=beaumont-summit-kit'}, {'Name': 'Lando Gym Jacket', 'Price': '£99.00', 'Link': 'https://gopher1.extrkt.com/?product=lando-gym-jacket'}]	XS, S, M, L, XL	None	None	None	Black, Green, Red
1855	WJ10	https://gopher1.extrkt.com/?product=nadia-elements-shell	Nadia Elements Shell	£69.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj10-yellow_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Nadia Elements Shell	Protect yourself from wind and rain in the stylish Nadia Elements Shell. It repels water using hydro-resistant fabric, with fleece lining that adds a touch of warmth. It’s finished with bold contrast zippers, adjustable cuffs and a hood.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Zippered front.  Zippered side pockets.  Drawstring-adjustable waist and hood.  Machine wash/line dry. Light blue 1/4 zip pullover.	[{'Name': 'Ingrid Running Jacket', 'Price': '£84.00', 'Link': 'https://gopher1.extrkt.com/?product=ingrid-running-jacket'}]	XS, S, M, L, XL	None	None	None	Black, Orange, Yellow
1878	WJ11	https://gopher1.extrkt.com/?product=neve-studio-dance-jacket	Neve Studio Dance Jacket	£69.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj11-blue_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Neve Studio Dance Jacket	If you’re constantly on the move, the Neve Studio Dance Jacket is for you. It’s not just for dance, either, with a tight fit that works as a mid-layer. The reversible design makes it even more versatile.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Bright blue 1/4 zip pullover. CoolTech™ liner is sweat-wicking. Sleeve thumbholes. Zipper garage to protect your chin. Stretchy collar drawcords.	None	XS, S, M, L, XL	None	None	None	Black, Blue, Orange
2566	WT04	https://gopher1.extrkt.com/?product=nona-fitness-tank	Nona Fitness Tank	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt04-blue_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Nona Fitness Tank	It doesn’t matter if your goal is 5 miles or an hour of Vinyasa, because our Nona Fitness Tank does it all. You don’t have to sacrifice either — this v-neck top features smooth, chafe-free seams and a breathable mesh back insert. Cute, too.	['Clothing', 'Women', 'Tops', 'Bras & Tanks|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Blue/white striped mesh tank. Relaxed fit.  Chafe-resistant trim around armholes and collar.  Machine wash/dry.	[{'Name': 'Maya Tunic', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=maya-tunic'}]	XS, S, M, L, XL	None	None	None	Blue, Purple, Red
2541	WT03	https://gopher1.extrkt.com/?product=nora-practice-tank	Nora Practice Tank	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt03-red_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Nora Practice Tank	A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!	['Clothing', 'Women', 'Tops', 'Bras & Tanks|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Erin Recommends|Clothing']	Pink stripped tank with side rouching. Pre-shrunk. Garment dyed. 92% Organic Cotton/8% Lycra.	None	XS, S, M, L, XL	None	None	None	Orange, Purple, Red
1894	WJ12	https://gopher1.extrkt.com/?product=olivia-1-4-zip-light-jacket	Olivia 1/4 Zip Light Jacket	£77.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj12-blue_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Olivia 1/4 Zip Light Jacket	Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Promotions', 'Women Sale|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Loose fit. Reflectivity. Flat seams. Machine wash/dry.	[{'Name': 'Juno Jacket', 'Price': '£77.00', 'Link': 'https://gopher1.extrkt.com/?product=juno-jacket'}]	XS, S, M, L, XL	None	None	None	Black, Blue, Purple
1103	MSH08	https://gopher1.extrkt.com/?product=orestes-fitness-short	Orestes Fitness Short	£35.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh08-black_main-300x300.jpg	Men Sale|Clothing	This is a variable product called a Orestes Fitness Short	You’re out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won’t complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.	['Clothing', 'Men', 'Bottoms', 'Shorts|Clothing', 'Promotions', 'Men Sale|Clothing']	Black shorts with dark gray accents. Elasticized waistband with interior drawstring. Ventilating mesh detailing. 100% polyester and recycled polyester. Machine wash cold, tumble dry low.	[{'Name': 'Pierce Gym Short', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=pierce-gym-short'}]	32, 33, 34, 36	None	None	None	Black, Blue, Green
676	MP10	https://gopher1.extrkt.com/?product=orestes-yoga-pant	Orestes Yoga Pant	£66.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp10-black_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Orestes Yoga Pant 	The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'Erin Recommends|Clothing']	A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.	[{'Name': 'Aether Gym Pant', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=aether-gym-pant'}]	32, 33, 34, 36	None	None	None	Black, Blue, Green
397	MJ07	https://gopher1.extrkt.com/?product=orion-two-tone-fitted-jacket	Orion Two-Tone Fitted Jacket	£72.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj07-red_main-300x300.jpg	Jackets	This is a variable product called a Orion Two-Tone Fitted Jacket	While you’re getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.	['Clothing', 'Men', 'Tops', 'Jackets']	Red full zip fleece with gray insets. Double-knit construction. Full athletic cut. Set in sleeves. Front pouch pocket.	[{'Name': 'Taurus Elements Shell', 'Price': '£65.00', 'Link': 'https://gopher1.extrkt.com/?product=taurus-elements-shell'}, {'Name': 'Proteus Fitness Jackshirt', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=proteus-fitness-jackshirt'}, {'Name': 'Lando Gym Jacket', 'Price': '£99.00', 'Link': 'https://gopher1.extrkt.com/?product=lando-gym-jacket'}, {'Name': 'Typhon Performance Fleece-lined Jacket', 'Price': '£60.00', 'Link': 'https://gopher1.extrkt.com/?product=typhon-performance-fleece-lined-jacket'}]	XS, S, M, L, XL	None	None	None	Black, Red, Yellow
165	MH08	https://gopher1.extrkt.com/?product=oslo-trek-hoodie	Oslo Trek Hoodie	£42.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh08-brown_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Oslo Trek Hoodie	Chilly weather is just an excuse to throw on your toasty, handsome new Oslo Trek Hoodie. It features an adjustable drawstring hood and a kangaroo pocket for extra hand warmth. The ultra-soft, cozy lining will have you wishing for more brisk days.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Brown hoodie with black detail. Pullover.  Adjustable drawstring hood.  Ribbed cuffs/waistband.  Machine wash/dry.	[{'Name': 'Teton Pullover Hoodie', 'Price': '£70.00', 'Link': 'https://gopher1.extrkt.com/?product=teton-pullover-hoodie'}, {'Name': 'Stark Fundamental Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=stark-fundamental-hoodie'}, {'Name': 'Abominable Hoodie', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=abominable-hoodie'}, {'Name': 'Marco Lightweight Active Hoodie', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie'}]	XS, S, M, L, XL	None	None	None	Brown, Purple, Red
2743	24-WB07	https://gopher1.extrkt.com/?product=overnight-duffle	Overnight Duffle	£45.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb07-brown-0-300x300.jpg	New Luma Yoga Collection	This is a simple product called Overnight Duffle	For long weekends away, camping outings and business trips, the Overnight Duffle can’t be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it’s the perfect travel companion.	['Gear', 'Bags|Collections', 'New Luma Yoga Collection']	Dual top handles.W 15″ x H 15″ x D 9″.	[{'Name': 'Wayfarer Messenger Bag', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=wayfarer-messenger-bag'}, {'Name': 'Rival Field Messenger', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=rival-field-messenger'}]	None	Overnight, Travel	None	Leather, Nylon, Polyester	None
1544	WH07	https://gopher1.extrkt.com/?product=phoebe-zipper-sweatshirt	Phoebe Zipper Sweatshirt	£59.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh07-gray_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Phoebe Zipper Sweatshirt	A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You’ll reach for this one in any season to enjoy its sturdy exterior and plush interior.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Erin Recommends|Clothing']	Gray full zip hoodie with yellow detail. Hand-warmer pockets.  Zip MP3 pocket with outlet for earphones wire.  Polyester/cotton.  Washable.	[{'Name': 'Mona Pullover Hoodlie', 'Price': '£57.00', 'Link': 'https://gopher1.extrkt.com/?product=mona-pullover-hoodlie'}]	XS, S, M, L, XL	None	None	None	Gray, Purple, White
